B

       2                41            38          41        27        38       18     13       32       32      30     26     25     29     27    25    14    23    10    7     17     14    18    11    14    11   12   17   13   11    9    8    21    18   18   21   17   19   15   19   16  15  15  14  15  12   3   4    8  10   7   6   8   7   3   14   10   14   13   11  10  13  11  12  10   8  11   9   7  10  10  10   9   7   5   3    8   5   5   8   8   4   3  12  12  11  11  11  10   8   8   2   4   3   4   4   3   3   1   9   5   7   9   6   7   5   4   5   4   2   2   3   1   1   8   8   8   8   8   6   8   6   6   6   6   6   5   5   .   3   2   .   6   6   5   5   4   4   3   3   4   4   3   2   2   .   .   7   7   7   7   1   2   2   2   1   3   3   2   1   .   6   6   5   4   3   2   2   2   2   1   1   .   .   5   5   2   .   4   4   3   3   2   1   1
X.31          641238778125     348069645    35578125   -244035   -464115   405405    810   395725   131277   -1523   1149  18285  -2995  -3523   301    25   285  2750    .  18909   2655   -99    90  -129  -441   90 -291  330   42   18   99  2925   -67 -163  301 -115   45    5   29   -3 -59   5  25   5  -7   .   .   20 -50 -10   . -20   .   .  255   30   31  -51   21 -30  13  -9  -1  -3   6   5  -2   6  14   7 -14  -6  -2  -2  -3  119  -7 -15  -5  -1   5   .   5 -11   1   1  -3   1   1   1   .   .   .   .   .   .   .   .  10   .   .   2   4   2   .   .   .   .   .   .   .   .   .   5  -1   5  -1   3   .   1   2  -1   1   .   2   .   2   .   1   1   .  -1   3   1   1   1   5  -1  -1   1   1   .   .   .   .   .  -1  -1  -1  -1   .   .   .   .  -1   .   .   .   .   .  -2   2   .   .   .   2   2   .   .   .   .  -1  -1  -1   1  -1   .  -1  -1   1   1   .   .  -1
X.32         1095935366250    -488660886    60806250   -268566    211050   560196   -405  -553750   124650   -5270  -7830  23850   -790   3050    42   246  -150  3200    . -24012   3204   900   207   180  -168  -45 -108  315   -9    3   81 -3046    50 -270  154 -110   58   50  -38    2  34  -6 -10  10 -10   .   .   64   . -16   .   .   .  -1 -252   -9   20  -36    . -45   4   .  -4   .  27   8  -5   9  -1   .   3   3  -3   3  -3 -119   7   3   1  -7  -4   .  -6  -6   6  -2  -6  -2   2   2   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -4   .   .   .   1  -1   .   .  -4   .  -8   4  -4   5   4  -1   2  -2   1   3  -1  -1   .   1   1   .   1   1  -1   3   1   4  -2   2   .   .   .   .   .   .   .   .   .   .   .  -1   .   .   .   1   .   .   .   .   .   .   .   .   .   .  -2  -2   .   1   .   .   .   .   .   .  -1  -1  -1  -1   .   .   .   1   1
X.33         1917448516791    -707107401    68232375    373167      4023   577368      .  -628265   169047   -5193  -3249  17415  -1257   2287  -153   351  -225  2441  -84 -21384   5832   216     .  -216  -216    .  -72    .    .    .   73 -2673  -157 -301  303   59  -33  135   39   27  15 -21  -1   3  -9   .   .   49  25  17   .  -7 -12  -6 -216    .  -56   72  -24   .  24  24  24   .   .  -8   .   .   .   .   .   .   .   .   2  -35   7 -17   1   5  -7   . -21   3   3  -1  -1  -1  -3   1   .   .   .   .   .   .   .   .   5  10   5  -3   1  -3   .   1  -2   .   1   .   2   .   .  -4  -4  -4  -4   .   .   .   .   .   .   .   .   .   .   1   2   .   .  -3   1  -1  -1  -1   7   1  -1   1  -1   .   .   .   .   .   1   1  -1  -1   .   .   .   .  -2   .   .   .   .  -1   3  -1  -1  -1   .   1   1   1   .   .   .   .   .   .   .   .  -1   1   1  -1   1   .   .   .
X.34         2624476798125    -749628243    86858925   -682227    320685   725517   1620  -654675    76461   10157   5901  30765  -5715   -243   -83  -247   205  3025    . -24003   1377  -435  -216   177  -315   60  285  420  -48   36   56 -3395   181  181  189 -139   29  -75  -35  -27   5  -3   9 -19   9   .   .  -43 -15 -27   .   5   .  -5 -255   24  -15   69   33  60 -19  -3   9   9 -12   9  -4  -6   . -11 -20   4  -2  -4   .  -56   .   .  -8   8  -8   .  13  13  -7   1  -3   1   1   1   .   .   .   .   .   .   .   1 -15   .   5   1   1  -3   .   3   .   .   2  -1  -1   .   .   1   1   5   5   1  -2  -3   .   3  -1   2   .   .   .   .   .   .   .   .   .   .   .   .   2   2   .   .   2   .   .   .   .   .  -1  -1  -1  -1   1   .   .   .   1   .   .   .  -1   .   1   1   1  -1   .  -2   .   .   1   .   .   .   .   1   1   .   .   .   .   .  -2   .  -1  -1
X.35         4097337118875     -42567525   -21278565  -1289925     10395        .  -6561    10395    10395    5019    315   2331   5019    315  -357   975   251     .  125      .      .     .   243     .     .  135    .  -81   27  -81    .   -21   -45  -45  -21  -45  -53   51  -53  -61   3  11  15  -5  -1   .   .    .   .   . -15   .   5   .    .   27    .    .    .  -9   .   .   .   .  -9   .  15   9   3   .  -9  -1  -3   3   .    .   .   .   .   .   .  -1   3   3   7  -1   3  -1  -1  -1   1   .   .   .   .   .   .   1   .  -5   .   .   .   .   1   .  -1   1   .   .   .   .   .   .   .   .   .   .  -3   .   3   .   .   1  -1  -1  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -1   B  -B   .   .   1   1   1   1   .   1  -1  -1   .   .   .   .  -1   .   .   .   .   .   1   .   .   .   .   .   .  -1  -1   .   .   .   .   .   .   .   .   1   .   .
X.36         4097337118875     -42567525   -21278565  -1289925     10395        .  -6561    10395    10395    5019    315   2331   5019    315  -357   975   251     .  125      .      .     .   243     .     .  135    .  -81   27  -81    .   -21   -45  -45  -21  -45  -53   51  -53  -61   3  11  15  -5  -1   .   .    .   .   . -15   .   5   .    .   27    .    .    .  -9   .   .   .   .  -9   .  15   9   3   .  -9  -1  -3   3   .    .   .   .   .   .   .  -1   3   3   7  -1   3  -1  -1  -1   1   .   .   .   .   .   .   1   .  -5   .   .   .   .   1   .  -1   1   .   .   .   .   .   .   .   .   .   .  -3   .   3   .   .   1  -1  -1  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -1  -B   B   .   .   1   1   1   1   .   1  -1  -1   .   .   .   .  -1   .   .   .   .   .   1   .   .   .   .   .   .  -1  -1   .   .   .   .   .   .   .   .   1   .   .
X.37         4375623425250    1192564450    73514210   1374450   1637090    98175   -159   210210   344610   11746  28210  -1022   7842   2930   578   350   402     .  250  11935   1225  1535  -251   425   105   41   95  -79  -19   69    .  -798   210   50   34  450   98   10  -14  -14 -22  10  30  42  14   3  -6    .   .   .  10   .  10   .    9  117  105   63   55   1 -17  25   9   7  13  23   1  -5  -3  17  -7  -3  -1  -1  -1    .   .   .   .   .   .   1 -14   2   6   6  -6  -2  -2  -2   .   4  -2   2  -4  -1   .   .   .  10   .   .   .   .  -2   .   2   2   .   .   .   .   .   3   5   3  -3  -3   3  -5   1   1  -1  -1   1   1  -1   .  -1  -1   .   .   .   .   .   .   .   .   .   .   .   1   1   1   .   .   .   .   .   .   .   .   .   .   .   .  -2   1   .  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   1  -1  -1   .   .   .   .   .   1   .   .
X.38         4836998684375    1062116055   124444375   -946985    217815   837980   2465   645975    62807   -8233   2391  34455  -6825   -553  -361  -325   215  2750    .  24156  -1980  -164   477  -156  -356   25  348  465  -75   13   39  2855  -193 -257  -89   95 -121  -65  -25  -17  15   7  -5  -9  11   8 -10  -20 -50 -10   .  20   .   .   68    5   36   -4  -36 -15  -4  12 -12  12  -3  -4  -7   3  -3  -4  -7   5  -1  -1   .   91  -7 -11  -1   3   5   .  -9  -9  -5   3   7   3  -1  -1   .   .   .  -2   .   .  -2   .  10   .   .   2  -4   2   .   .   .   .   3   .   .   .   .  -4   4  -4  -4  -4  11   4   1   4   .  -1   1   1  -1   .   .   .  -1   3  -1   1  -3   1  -5   1  -1   1  -1   .   .   .   .   .   1   1   1   1   .   .   .   .  -1   2   .   .   .   .   2  -2   .   .   .   1  -1   1   .   .   .   .   .   .   .   .   .  -1  -1   1  -1   .   .   1
X.39         6143375289051     631449819    79710939  -1137045    759003   -81081  -2349   -68453    69531   27867  12075   5691   2587    -21 -1157  -325  -629  -924  301   7623  -1827  1863  -261    -3  -147 -189  -57   51  -21  -21    .  -469  -285 -125  235  115   11 -101  123  -13  11 -13  -5   3  11   .   .  -56   4 -20 -11   8  13   .   -3  -21  -35  -57   15  51  39  -3  13  -9 -21  15   3   3  -5 -11  19  -5  -5  -1   .    .   .   .   .   .  -6   1  11  -5   3  11   3   3  -1  -1   .   .   .   .   .   .   .   .  12  -3  -8  -4   .   4   1   .  -3   1   .   .   .   .   .   3   1  -5   1   5  -1   7  -5   1  -1  -1  -1  -1  -1   1   .   .   .   .   .   .   .   .  -2  -2  -2  -2   2   1   1   1   .   .  -1  -1  -1  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -1   .   .   .   .   .   .   .   .  -1   1   .   .   .   .   .   .   1   .   .
X.40         6145833622500    1307779044   127638500   2169284   1804260   467181    945   601700   188516    6628  26692   6180   6500   7876  1188   676   260   825    .  14685   3669  2093   429   357   545  185  189 -255   21  -31   19   356   276  596  -28  116  100   20   68   20  20   4  36   4   4   .  -9   69  25   9   .   5   .   .  -43  -79    5  101   25 -15  13  25  29   9 -11   1  13  15  -7   9 -15  -7   3   1   .   19   5   5   3   3   6   .   4   4  -4  -4   4   4   .   .  -1  -3  -3  -1  -3   .  -1   . -15   .   5   1  -3   1   .   1   .   .   1   .   .   .   .  -3  -7  -7   5   5   5   5   5  -1  -1   1   1  -1   1   .   .   .   .  -1  -1   1   1  -1  -6   .   .  -2   2   .   .   .   .   .   .   .   .   .   .  -1   1   1  -1  -1   1   .   .   .   1   1   1   1   .   1  -1  -1   .   .   .   .   .   1   1   .   .  -1  -1   .   .   .   .  -1
X.41         6619124890560     961268672   159742912    693056   1043392   959322   3036   667072   -92736   -3136   1344  38080   2496   5952  -320     .    64  2310  -65  18074   -826   346  -448   358   182    4  154  556   40   20    .  2240  -128  128 -320    .  -64   64   64    .  64   .   .   .   . -15  -6  -28  22   6 -13  12   7  -5  198  -72  -26  -54  -54 -44 -22   6   6  10  12  -6  -4  10   .  -2   4   4  -2   .   .    .   .   .   .   .  -3   1   .   .   .   .   .   .   .   .   .   2   2  -2  -2   1   2   .   2  -3  -8  -6   4   2  -5   .   1  -1   .   1  -1   .   .  -2   2   6  -6   2 -10  -2   4  -2  -2   2   .   .   .   .   .   .   .   .   .   .   .   .  -1  -1  -3   1   3   1  -1  -1   .   .   .   .   .   .   1   .   .   .   .   .   .   1   .   .   2  -2   .   .  -1   .   .   .  -1   .   .   .   .   .   .   .   .   .   .  -1   1   1   1   .
X.42         6697382793750   -1667387370   112521750    123590    211990   803880  -2475  -804650   292822   -4842   3206  18550   2390  -4538   310  -350   -90  2750    . -24024   3570  -984   141   274   434  -75   40   85   13  -43   54 -3178   -58  358  342 -170 -106  -50   70   38 -18 -18 -30  14 -14   9  -9  -20 -50 -10   .  20   .   . -110  -47  -14  -56  -16 -35 -24   2   2  -8  -7  16   9   1  17  10  13  -3   1   1  -1  -54 -12  12  -2   2   5   .   6  22   2   2  -2   2   2   2   .  -3  -3   3   1   1  -1   .  10   .   .   2  -4   2   .   .   .   .   .   .   .   .   .  -4  -2   4  -2   2  -1   .   1  -2   .  -1  -3  -1   1   .  -1   1   .  -2   2   .   .   .  -5   1  -1   1  -1   .   .   .   .   .   .   .   .   .   .   .   .   .  -1   1  -1   1   .  -1   2  -2   .   .   .   .   .   .   .   .   .   .   .   .  -2   1   .   .   .   1  -1   .   .   1
X.43         7331420799495   -1735627257   159891975   2311335   -825849   852930      .  -896633   255879  -10233 -12249  26055   7815  -3161   327   351   615  2795  120 -29646   2430  1026     .  -594   594    .   18    .    .    .   37 -2745  -457  119  199  151  -57  135  -25   -9 -57  -9  31  -9  15   .   .   -7  -5  35   .   1 -24   1 -162    .   46  -54    6   .  18  -6   6 -18   .  -2   .   .   .  -6   .   .   .   .   .  -35  -7   5   5  -3   5   .  -9  -9  -1  -1   7  -1  -1  -1   2   .   .   .   .   .   .   .   7  -8  -3  -1   1  -1   .   1   .   .   1  -1   1   .   .   2   2  -2  -2  -6   .  -2   .   .   .   .   .   .   .   .   .   .   .   1   1  -3   1   1   5  -1  -1   1   1   .   .   .   .   .  -1  -1  -1  -1   1  -2   .   .   2   .   .   .   .   .   3  -1   1   1   .   1  -1  -1  -1   .   .   .   .   .   .   .   1  -1  -1   1   1   .  -1   .
X.44         8165038927500     828158604   116354700   3075436    268940   340704  -5895   300300   -18676   28812  -4116   6860   7180   2668  -692   676   940   175    .  11760  -2856  1440   429     8   532  225 -112  -55  -43    1    .   588   284  -36  204 -196  -52  220   44   28  28 -20  36 -20   4  -9   .  -21  15  11   .  -5   .   4 -136  -19 -120    8   12  65   . -36  16  20  33   4 -15 -25 -11   4   1   1  -5   1   .    .   .   .   .   .   4   .  12  12   4   4  -4   4   .   .   .  -6   .   .   2  -1  -2   1  15   .  -5  -1  -1   3   .   1   .   .   .  -2   .   .   .  -4   .   8  -4   .   3   .   1  -2  -2  -1   1   1   1   .   .   .   .   .   .   .   .   .  -6   .   2   .  -2   .   .   .   .   .   .   .   .   .   1   .   .   .   .   2   .  -1  -1   .  -1  -1  -1   1   .   .   .   .   .   .   .   .   .   .   .   .  -1   .   .   .   2   .   1   .
X.45         8379477898506     861288714   -17337078    322218  -1162998        .      .  -141174   112266   -8694    810   3402  -2934   1962  1098  -702   426  -594  381      .      .     .     .     .     .    .    .    .    .    .   36   378    90   90   -6 -198   90  -54   26   42  -6  -6 -30 -22  -6   .   .  -36 -18  18  -3  12  -3   .    .    .    .    .    .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -36   6  -6   4  -4   .   .   6   6  -2  -2  -2  -2  -2   2   .   .   .   .   .   .   .  -1   6   1  -4   6   .   2  -3  -2   1   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   1   .   .   .   .   .   2  -2   .   .   .   .   .   .   .   .   .   C  /C   .   .   .   .   .   .   .   .   1   .   .   .  -1   .   .   .   2   .   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -1
X.46         8379477898506     861288714   -17337078    322218  -1162998        .      .  -141174   112266   -8694    810   3402  -2934   1962  1098  -702   426  -594  381      .      .     .     .     .     .    .    .    .    .    .   36   378    90   90   -6 -198   90  -54   26   42  -6  -6 -30 -22  -6   .   .  -36 -18  18  -3  12  -3   .    .    .    .    .    .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -36   6  -6   4  -4   .   .   6   6  -2  -2  -2  -2  -2   2   .   .   .   .   .   .   .  -1   6   1  -4   6   .   2  -3  -2   1   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   1   .   .   .   .   .   2  -2   .   .   .   .   .   .   .   .   .  /C   C   .   .   .   .   .   .   .   .   1   .   .   .  -1   .   .   .   2   .   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -1
X.47         9958526703125    -978052075    58095125   1071525    661525  -114400   5075   103125   117205  -15851  -2715  -1035  10325  -1755   821   325   965     .    .  -8800  -2050   800    83  -290  -330   35  160  115  -29  111  -35   645    45  205   69 -195 -219    5   85  -35  21 -19   5  29 -11  26   8    .   .   .   .   .   .   .   -2   79   30  160    . -45 -32   6  14   .   3   .   7  -9  -1 -10  11  -1  -1   1   .  -35  -7  -7  -3  -3   .   .  21   5   5  -3  -3  -3   1   1   2   2   2  -4  -2  -2   .   .   .   .   .   .   .   .   .   .   .   .   1   .   .   .   .   .  -2   .   6   6  -3   .  -1   2   .  -3  -1   1   1   .   .   .  -1  -3  -3   1   1   1   .   .   .   .   .   .   .   .   .   .   1   1   1   1   .  -2   .   .   .  -2   .   .   .   .   .   .   .   .   .   1  -1  -1   .   .   .   .   .   .   2   .   .   1   1   .   .   .   .   .
X.48        10238958815085    1052416365    16787309    530621   1666413   432432  -6102   234157    31661   -1939 -18179    525   4653    317  -691  -351 -1059   385   85   3696  -1974  -976   618   426    98  410  240  138   90  -10    .  1197   -99 -259  237  141   45  -11   -3   -3  21 -11 -31  21 -15   .  -9  -35 -31  21   9  13  13   . -118  -10  -86   80   16  42 -16 -14  -6   .  10 -16  14  -6   6   2   2   6   2   .   .    .   .   .   .   .   7  -2  -3 -19   1   1   5   1   1   1   .  -3  -3  -1  -3   .  -1   .  17   7  -3   1   1  -3   5  -1   3   1   .   .   .   .   .   .   2   .  -6  -6   .   .  -2  -2   .   .  -2   .   .   .   .   .   .   .   .   .   .   .   1   1   3  -1   1  -2   .   .   .   .  -1  -1  -1  -1   .   .   .   .   .  -1   1   .   .   .   1   1   1  -1  -1   .   .   .   .   .   .   .   .   .   2   .   .   .   .  -1   1   2   .   .
X.49        10238958815085   -2423952531   147359597   -335699   -150675   432432  -6102  -569107   552685   -1939 -37331   1197   1261   5037   -83  -247   301   385   85 -22176   3780  1904  -234  -108  -224   50 -192 -198   30   46    .   637   117 -459   -3  149 -163  101  125  -27 -11  13   9  -3   9   .  -9  119  17   1  -3  15   5   .    4  -86  116   40 -116 -30 -16  -8 -20  12  10 -12  14   . -14  -8  10  -2   4  -4   .    .   .   .   .   .   7  -2  -3  -3   1   9  -3   1   1   1   .   3  -3  -1   3   .   1   .  13  -7   3   5  -1  -3  -3   3   1   1   .   .   .   .   .   .   .  -4  -4   4  -2   .   2   2  -2   2  -2   .   .   .   .   .   .   .   .   .   .   .   5  -1   1  -1  -3   2   .   .   .   .  -1  -1  -1  -1   .   .   .   .   .   1   1   .   .   .  -3   1  -1  -1   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   1  -1   .   .   .
X.50        10529575087500    -662332020   173026700   -463540   -868980   936495   -675  -438900  -209524   16268   9548  44940   3980  -4788   140   300  -820  1750    .  -9681  -5145  -721   201  -249   -49 -235  -81  525   33  -31    . -1428   188  188 -404  188   44  -20   44   28 -52  28 -20  -4  -4   .  -9  -70 -10  10   .  10   .  -4 -121  -31   39   95   71  45  -1  -1 -25  15  17  -9   5   3  -7  -1   5  -7  -1   3   1    .   .   .   .   .  -5   .   4   4   4   4   4   4   .   .  -1   3   3  -1   3   .  -1   . -10   .  10   6  -2   2   .   .   .   .   .   2   .   .   .  -1  -1  -1  -1   3   3  -5   1  -5  -1  -1   1   1  -1   .   1   1   .   .   .   .   .   .   5  -1   1  -1   1   .   .   .   .   .   .   .   .   .  -1  -1  -1  -1   .  -1  -1   .   .   1  -2  -2  -2   .   .   .   .   .   .   .   .   .   .   1   1   1   1   .   .  -1   1   .  -1   .
X.51        10853720317440    -496624128   201383424   1584128   -352768   962676  -2520  -129536  -252416   -8704 -11264  43520   5632  -1024   512     .     .  1540  -60  -5676  -5676   756  -168   -76   596  360 -364  680  -40  -16  -35  -512     .    . -512    .    .    .    .    .   .   .   .   .   .  -9  -9  -28   4  28  24 -28  12   .   52   88  -44  -92    4 -40  20   4   4  -4 -32  20   8  -4  -8  -4   8   .  -4   .   .  -35   7   7  -3  -3   1   .   .   .   .   .   .   .   .   .   .   3   3   3  -1  -1  -1   .   4  14   4   4  -4  -4   .   .   2   .   1   .   .  -1  -1   .   .   .   .   4  -8   4   .   .   .   .   .   .   .   .   .   .   .  -3  -3  -1  -1   1  -1  -1   1   1  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   1   1  -1   .   .   .   .   .   .   .   1   1   1   .   1   1   .   .   .   .   .   .  -1  -1   1  -1   .   .   .
X.52        11890281046875    -683330725     2646875   1062075   -937125  -150150   4560   182875    75355    7259  13755   3675  -7845   -325   987  -625  -645     .    .  -8470    350   -70   260   270   210  200  -54    .  -36  -24    .   203  -205 -205  -53  115  -21  -45  -21   67   3 -21  15  -5  15  24   6    .   .   .   .   .   .   .   -2  -56  -50   34   30   . -22  -6   6   6  12 -10  -4  -6   .  -6   .   .   6  -4  -3    .   .   .   .   .   .   .   3   3  -1   7   3  -1  -1  -1   .  -4   2   2   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   A  /A   2   2  -2  -2   2  -4  -2   .   .   .   .   .  -2   .   .   1   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   1   1   1   1   .   .   .   .   .  -2   .   .   .   .   .   .   .   .   .   .   .   .   .  -A -/A   .   .   .   .  -1   .   .   .   .   .   .   .   .
X.53        11890281046875    -683330725     2646875   1062075   -937125  -150150   4560   182875    75355    7259  13755   3675  -7845   -325   987  -625  -645     .    .  -8470    350   -70   260   270   210  200  -54    .  -36  -24    .   203  -205 -205  -53  115  -21  -45  -21   67   3 -21  15  -5  15  24   6    .   .   .   .   .   .   .   -2  -56  -50   34   30   . -22  -6   6   6  12 -10  -4  -6   .  -6   .   .   6  -4  -3    .   .   .   .   .   .   .   3   3  -1   7   3  -1  -1  -1   .  -4   2   2   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  /A   A   2   2  -2  -2   2  -4  -2   .   .   .   .   .  -2   .   .   1   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   1   1   1   1   .   .   .   .   .  -2   .   .   .   .   .   .   .   .   .   .   .   .   . -/A  -A   .   .   .   .  -1   .   .   .   .   .   .   .   .
X.54        12927978301875   -2955201613   233687475  -1916733    817075  1067703  -2955 -1254925   513779   19635 -33789  22995  -8845   5955  1299  -377  -285  2100    . -36169   8057  1719  -367   313  -399   45 -329 -155   73   -3    . -2093   355 -445  275  -45 -109 -165  -29  -29  27  -5   7  -5   7 -12 -12  112  20  -8   .   .   .  -1 -103  -31   89   23  -81  45  -9 -15  -7  -9  -3  15  -3  -9  -7   9  -3  -3   3   1   .    .   .   .   .   .   3   .  11  -5  -1  -1   3  -1  -1  -1   .   2   2   .  -2   4   .   .  20   .   .   4  -4   .   .  -2   .   .   .  -1  -1   .   .  -5   5   3  -3   1  -5  -1  -3  -3   3  -1   1   1   1   .   .   .   .   .   .   .   .   .   7   1   1  -1   3   .   .   .   .   .   1   1   1   1  -1   .   .   .   .   2   .   .   .   .   .   .   .   2   .   .   .   .  -1   .   .   .   .  -1   1   .  -1   .   .  -1  -1   .  -1   .
X.55        17413195263750   -2845334778   137113350  -2228122   1018630   -18018   4500     9350   522886   32774 -23322   9030 -11130   -666    70   598  -410 -1100    . -21714  -3318  1374  -312   154  -154   60  334  100  -80  -28  -36  1078   358  358  182 -250 -106  -90   22   54 -42   6 -10 -10 -18  18   .   22  20  28   . -10   .   .  -86 -104   26   22  -54  60  14  30 -30  18 -12  18  -4  -6   .  -2 -20   4  -2   4   .   36  -6   6  -4   4   7   .  -6  -6  -6  10   2  -6  -2   2   .   6   .   .  -2  -2   2   . -20   . -10  -4  -2   4   .  -2   .   .   .   .   .   .   .  -2  -2   2   2  -2  -2   2   .   .   .   2   .   .   .   .   .   .   .   .   .  -2   2   .   7   1   1  -1  -1   .   .   .   .   .   .   .   .   .   .   .   .   .  -1  -2   .   .   .   .  -2  -2   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   1   1   .   .   1
X.56        19246163186250    3964722762   326079050   -300118    472650  1613898  -9990  1781450   532682    4938  22826  32010  -2870   4778  -246  -702  -470  3850    .  48378   8742  1418  -114  -330    50   50   90 -150    6   14   35  3450   -70  570  250  -38  -38   10  -38  -54  -6 -38 -30  10  -6   .  -9  112  10 -18   .   .   .   .  134   26  -10  -46   62 -30  -6 -22  -2   6   2 -10   6 -12 -14  -6  -6  -2   .   .   .   35   7   7   3   3  -2   .   6   6  -2  -2  -2  -2  -2   2   .   3   3  -1   3   .  -1   1 -30   .   .   2  -4  -2   .  -2   .   .  -1   .   .   .   .   2  -6  -2  -2  -6  -6  -2  -2   4   .  -2  -2   .   .   .   .   .   .   3   3  -1  -1  -1  -8  -2   .  -2   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -1  -1   .   1   .   .   .   2   .   .  -1   1   1   .   .   .   .   .   .   .   .   .  -1  -1   .   2   .   .   .
X.57        19946023665750    2050161750   100532310    696150   3011670   447525  12312   621270   122070    2902   3030   3606  13014   6230   278   650  -554     .  125  -1035   6525  -795   396    45   225  240  405   72   36   36  -35   454  -130  190   70   30  102  -34    6  -50  14   6  10  22 -22   .   .    .   .   . -15   .   5  -5   93  -24   45   93  -15  48 -11   9 -27   9  24  -7   4   6   .  -7   8   4   2   2   .  -35   7   7  -3  -3   .   2 -10 -10   2  -6   6   2  -2  -2   .   .   .   .   .   .   .   .   .  -5   .   .   .   .   1   .  -1   1   1  -1  -1   .   .   5   1   9  -3   1   4   1  -4  -1  -1   .   .  -2   2   .   .   .   .  -3  -3  -1  -1   1   .   .   .   .   .   2   .   .   .   .   .   .   .   .   1   .   .   .   .   .   .   .   .   .   .   .   .   .   1   1   1   1   1   .   .   .   .  -1  -1   .   .  -1  -1   .   .  -2  -1   .
X.58        21346507000000    -726689600   -83720000   1019200    145600   336700   4600    56000   -15680    2240  -2240  -6720   -320    320   960     .  -960     .    .   4060  -3500   700   -44  -140  -140 -560   28   40  -20  112    .  -448     .    .   64    .   64    .  -64    .   .   .   .   .   .  10   1    .   .   .   .   .   .  -5   52  -20   20  -20  -20   .  -4   4   4 -12  -8  -4   8  -6   4  12   .   .   6   .   .    .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -1   1   1   1   1  -2   1   1   .   .   .   .   .   .   .   .   .   .   .   1  -1   .   .   .   .   .   .  -4   2   4   .   .   .  -2   .   .   .   .   .   .   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   E  -E   1  -1  -1  -1   .   1   1   .  -1   .   .   .   .   .   .   .   .   .  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   1   .
X.59        21346507000000    -726689600   -83720000   1019200    145600   336700   4600    56000   -15680    2240  -2240  -6720   -320    320   960     .  -960     .    .   4060  -3500   700   -44  -140  -140 -560   28   40  -20  112    .  -448     .    .   64    .   64    .  -64    .   .   .   .   .   .  10   1    .   .   .   .   .   .  -5   52  -20   20  -20  -20   .  -4   4   4 -12  -8  -4   8  -6   4  12   .   .   6   .   .    .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -1   1   1   1   1  -2   1   1   .   .   .   .   .   .   .   .   .   .   .   1  -1   .   .   .   .   .   .  -4   2   4   .   .   .  -2   .   .   .   .   .   .   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -E   E   1  -1  -1  -1   .   1   1   .  -1   .   .   .   .   .   .   .   .   .  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   1   .
X.60        22348485900000    3108998880   219199200   3612960   2653920   787995   -540  1029600   270816   25312   4128  19040   8160   3872   352     .   160  1750    .  18459   4905  -741  -468   201   441 -300  411  -60  -36   36  -20  2016   448 -192  224  128   96  160   32    .  32   .   .   .   .  27   .  -70 -10  10   .  10   .  -4  105   60    9  -21  -69  20  43   9   9 -37 -12  11   4  -4  12   1   4   4   4   .   .  -20  -6  -6  -4  -4  -5   .  16 -16   .   .   .   .   .   .   1   .   .   .   .   3   .   . -10   .  10   6  -2   2   .   .   .   .  -2  -2   .   .   .   7  -3  -1   5  -3   .  -1   4   1  -1   .   .   .   .   .   .   .   .   .   .  -2  -2   .   5  -1   1  -1   1   .   .   .   .   .   .   .   .   .  -1   1   1   1   .   .   .  -1   .   .  -2  -2  -2   .   .  -2   .   .   .   .   .   .   .   1  -1   .   1   .   .  -1   1   .   1   .
