M

       2                          46                 42             46            21         14         15         34        27       34      27       14      8       19      14      21     14     14    15     10     4    22    19    14    19   22   14     6    4    11    14    8    8    8    6    15    11    11   11   15    9    9   11  10   9   4   3    9  10   4    6   3   4   3  12  13  13   3   4   5   6   4   4   2  10   7   6   8   4   6   3   1   3   3   4   6   3   3   8   9   7   8   7   5   5   6   7   5   1   4   3   1   .   5   7   7   3   .   4   5   6   3   3   4   4   1   1   7   7   1   2   3   2   1   4   3   3   3   2   1   .   1   1   4   6   4   4   .   3   3   3   1   5   5   .   3   3   2   2   1   1   5   1   .   3   2   1   1   4   3   3   .   .   .   3   4   3   3   2   2   1   1   2   1   2   .   .   2   1   .   .   1   1   1   2   2   2   .   .   3   3   2   2   .   .   1   1   .   .    3    3    .    1    .    .
X.28             3605718753596953125      2239938073125      284185125    2906660052     189540          .   43954725    345253   -20955    4005  2131250      .   241812  189540    5076   -540   -540     .  25227  -155  3429   837   -27     5  -27  -27   729    .  1650    50    .    .    .  -55   660   -60    76    .   36   36    4  -60 -12   .  15  15  123 -21 -35 -148   5   .   .   5   5   5  -8   .   9   9   .   .   6 -30 -22   .  10   .   .   9  -5   .   1   5  -7   .   .   .   .   .  -4   .   .   .  -4   .   .   .  -1   3   .   .  -1   3   3   1  -1   .  12  -4   5   .   .   .   .   .   1   1  -1  -1   .   2   .  -3   .   1   .  -2  -3   .   .   .  -2   2   .   .   .  -3   1   .   1   1   1  -1   .   .   .   .   .   .   2   .   1  -1   1   .   .  -1   1   1   .   .   .  -4   .   .   .   1   .   .   .  -1  -1   .   .   .  -2   .   .   .  -1   .   .  -1   1   .  -1  -1   1   1   .   .   .   .   .   .   1   1   -1   -1   -1    .   -1   -1
X.29             8456836343580310400      3618137095040      753384320    3560377184   -1117324     -30628   46447488    903552   -13440   11648  1954150  -2100   487136  149084   10592  -4372    -28    92  18852  -160  1664  1792     .     .  128    .   476  -10  3190   230   40 -240   20   55  -288  -180   -48  -36    .   56   24  -60  24  -4   .   .  188  52 -32   34 -29   6  -3   .   .   .   6   2  20  -4   2 -10   .  38   2 -12  -2  -2   . -21  -7  -3   2  -5   7   .   .  -8   8 -10   .   4   .   .   .   2   .   .   .   .  -1  -1  -8  -4   .   .   1  -6 -14   2  -1  -3  -2   2   .   .   .   .   1   1  -2   2   .   .   .   .   .   .   .   .   .   .   .   2   .   .   .  -1  -2   1   1  -1  -1   1   .   .   .   .   .   .   .   .   .   .   .  -1   .  -2   .   .   .   .   .   2   2   .   .   1   1   .   .   1   1   2   .   .  -2  -2   .   .   .   .   .   1   .  -1   1   1  -1  -1   .   .   .   .   .   .   .   .    .    .   -1    .   -1   -1
X.30             8754193822112578125      3831845698125     -959677875    4307266557    -917865      27000   60123725   -883507    20045    9165  2678125      .   117117  228735  -19971   1935    135   120  26452    90  4109 -2739    53  -115   13   21   351   27 -1475  -275    .    .    .  -66   125  -145    77    8   29 -141  -13  -25  11   . -13   . -108 -44 -30  -68  -5   .   . -11  -3  13   .  -9  -9  15   3  -9   4  45  -7   .   5   .   .  -8   6   1   3  -6  -2   .   .  -3   5   5   5   .   3  -1  -1   1   .   .   3   .   .   .  12   4   4   2   .   .  -8   4  -5   .   .   .  -1  -1   1   1  -3   .   .   2   .  -1  -1  -1  -1   .  -4  -1   .   .   3   1   .   .  -1   .   3   1   .   2   2   1   .   .   .   .   .   .   1   .   .  -1   .   .  -1   .   .   .   1   .   .   2   .   .   .  -1   .  -1  -1   .   1   .   .   .   2   .   .   .   .   .   .   .  -1   1   .   .   .   .   .   .  -1  -1   .   .  -1  -1    1    1    2   -1    .    .
X.31            28585990950721640625      7669080680625     -804759375    6880196379    1056405    -813750   82024625   -832559     6065  -11375  3200000      .   -13221  248325   -3045  -4635    -75   330  23324     .  3521 -1495   221    25  -95  -35   -51   57 -3200     .    .    .    . -119   155   245   -77 -118   11  -35   13    5 -19  10 -32  20 -196  28   .  104 -40   .   .   1  -3   5   7   9 -27  -3  -3  -3   1   .  16   .   .   .   .  14   .  -7   .   1   9   3   3  -1  -1  -7  -5   2   1   5   1   1  -2   .   .  -4   .   .   .   4  -4   .   .   .   4   .   .   .   .   .   .   .  -1  -1  -2   1  -1  -1   .   5  -1   1  -1   1   4  -2  -1  -1  -4   .   .   .   .   2   .   1   .   1   1  -1  -1  -1  -1  -1   .   .   1   .   1   .   .   .   1   .   .   .   1   .   .  -2   .   .   .   .   .   .   .   1   .  -1   .   .  -1   .   .   .   .  -1  -1   .   .   1   .   .   1   1   1   1   .   .   .   .   1   1    .    .   -1    1    .    .
X.32            30815545786259524745      3436802874505     1656343689    2715826568    2163434     809627   25226377    437801   -63607  -22295   842745   2870  -348920   66066   18312   3106    474  -357   2058     .   985  1441  -299  -175   57   21  -265  -49 -2695   249  130  154   14 -128  1096    34  -184   91  -88   70  -58   26  14  -5   .   .  -70  42   .   93  -6  -1   2   9   5  13  -6   1 -17  -9   3  -3   5 -23   1   2 -15   .  -2  42   .   .   .   .   .   .   .  -8  16   4   8  -5  -6  -2   2   .   3   .   .   .  -1  -1 -14  -6   2   .   .   1   5  -3   6  -2   1  -1   .   .  -1  -1  -2   4  -2   8   .  -5   1  -1  -1   1   .   .   .   .   1   1   .   .   .   2   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   1   2  -2   .   .  -1   .   .   1   1  -1   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -2   .   .   .   .   .   .   .   .   .   .   .   .   .   .    .    .    2    .    1    1
X.33            31569817307122699605      8003575389525     2741767509    6723221931    -821106    -895869   76528981   1062517    -7083   15925  2943480   2730   126699  211926   26283  -2010    318   387  21301   280  2533  2925    25   -35   69   -7   -90   72 -1000   504  150   14   34  -99  -917  -170   211  -77   27  130  -14  -18  18  -5 -39   .  -19   5  40  -69  -6  -6   6  13   1  -7   . -12   6   6   .  12   . -24  -8   6   .   .   2 -29  -8  -2   1   1  -3   .   .  -9 -17   4  -5   3   2  -2  -2   .  -1   .   1   .   .   .   1  -3   1   .   .  -4  -1   3   6   2   .  -2   .   .  -1  -1   .  -3   .   1   .  -2   4  -2   .   .  -3   .   .   .   .   .   .   .   .  -1   1   2  -2   1   1   .   .   .   .   .   .   .   1   .   .   1   .   .   1  -1   .   .   .   .   .   1   3   .   2   .   .   .   .   1   .   .   .   .   1   .   .   .   1   .   .   1  -3   .   .   .  -1  -1   .   .   .   .   .   .   .   .   -1   -1    1    1    .    .
X.34            47377503606648784400      7170718631440     6518654480    3475562246    3824405     -30628   26404368   2365584    98832   45968   702525   3150   695110   26741   38918    373   1685    92   3723   195  -944  3376   624   240  208   48   395  -10  3565   445  190 -210   30   29  1158   285   510  -36   54   41   33   -3  21  -4   .   .  147  -5  -5  246 -15   .  -3   .   .   .   .  22  -5  11   2   2   .  13   9  18  13  -2   2  51 -12  -3  -3   1  -3   .   .  10  10   1   6   4   3   3  -3   1   .   .   .   .  -1  -1  11  11  -1  -1   .   6  10  -2   1  -3  -2   .   .   .   .   .   2   2   .  -2   .   3   .   3   .   .   .   .   .   .  -1   1   .   .   .   3   1   1  -2   1   1   .   .   .   .   .   .   .   .   .   .   .   .   1  -1   1  -1  -1   .   .   .   .  -2   .   2   1   1   .   .  -2   .   .   .   .   2   .   .   .   .   .   .  -1  -1  -1   .   .  -1  -1   .   .   .   .   .   .   .   .    .    .    1    1    .    .
X.35            49609712911192813665      4216672206945     5047513185     731909772    6751602     116622    3899489   1536001    50017   15041   -39710   4290   437580     858   12684   7146   1506  -114   -442  -246    49  1177   677   -55  273  133    36   63   770   -30   70  -50   10    .   716   554   484   14   28  -34   -2   34  22  14 -13   .   30  22  -6   97   7  -3  -3  -7  13   5   .  -9   .  12   3   3   .  34  26  14 -14  -4   2  -1   6   2  -3   .   .   .   .  16  -8   4  -4  -2  -2   2   2   .  -2   .   3   .   6  -3  -2   6   2  -2   .  13   5   9   3   1   1   1   .   .  -1  -1   .   .   .   8  -1  -4   5  -2   1   .  -4  -1   .   .   2   2   .   .   .   3  -3  -2   .   .   .   1   .   .   .   .   .   .   2   .   .  -1   .   .   .   .   .   .   .   .   .  -1   1  -1  -1   1  -1   .   .   .   .   .   .   .   .  -1   .   .   .   .   .   1   1   .   .   .   .   .   .   .   .   .   .   .   .   .    1    1   -1    .    .    .
X.36            77316619273928125000     11487099325000     5193149000    7502151085   -1595360     988000   72944200   1281800    58440   -7800  2375000      .   -63635  150800   40109  10480    320  -160  11305  -210  1448  2520     .   120  -24    .  -416  -38 -1000   600    .    .    .  -69  -467   -80   245  160   -3  120   56    . -24   .   .   .  -79  25 -10 -190  80   .   .   8   .  16   .   4   4   8   2  -4   .  40   .   .   .   .   . -26   9  13   3  -9  -5  -1  -1   9  -7   8  -3   .   .   .   .   .   .   .   .   .   1   1   9  -7  -3  -2   .   . -10  -6   .   .   .   .  -1  -1   .   .   3   .   .   5   .   4  -2   2   .   .   .   .   .   .   .   .   .   .   .   2  -1   1  -1  -1  -1  -1  -1  -1  -1  -1   1   1  -1   .   .   .   .   1   1  -1   .   .   .   .   .   .  -2   .   .   .   .   1   1   .   1   .  -1  -1   1   .   .   .   .   .   .   .   1  -1   .   .   1   1  -1  -1  -1  -1   1   1   .   .    .    .   -1    1    .    .
X.37           130415350420342968750     19432400568750    -4691783250   13174268625    1409940     -27000  125829550  -1321970    11950   30030  4156250      .  -144495  263340  -33327  -2340   -540  -120  20825     .  1758 -2442   650    70   -2   42  -351  -27 -1750  -550    .    .    . -176   721   100  -167   -8   97  -84    4  -20  16   .  16 -10  -55  -7   . -175   5   .   . -10   2  10  -7   9   9 -15  -3   9   5  10  30   .  10   .   .  35   .  -1   .   4   .  -2  -2  -3  -3  -6   1   .   6   2   4  -2   .   .   .   2   .   .   1  -7   1   .   .   .   5  -7   5   .   .   .  -2  -2   .   .   4   1   1   .   .   1   1   1   1   1  -2   1  -1  -1   .  -2   .   .   .  -1   .  -1   .   .   .  -1  -2  -2   .   .   .   .  -1   .  -1   .   .   .  -1   1   .   .  -1   .   .   3   1   .   .   1   .   .   .   1   .   1   1   1   .   .   .   .   .  -1  -1   1   .  -1   .   .   .   .   .   .   1   1   .   .   .   .    .    .    .   -1    .    .
X.38           155943076739182582850     26382222060610     -786277310   16869395816    1510964     -30628  160795714     44642    19266  -46046  5251600   4725   960232  308308  -15512   -428    436  -164  29547     .   594  -550  -650   -54  -78  -42   233  -10  3760  -240  -15 -455  -35   22  -536    76    56  -20 -120  -56  -16  -84 -12   4   .   .  171 -21   .   91  19   9  -3  -6  -2 -10   8   4  13   1  -2   4   . -16  -8 -11 -16  -1   1   .   .  -3   .  -2   6   .   .   8   .   .   .  -4  -6  -2   .   .   .   .   .   .  -1  -1   3  -5  -5   .   .  13   7   3   3   1  -3   1   .   .   .   .   4  -2   .  -3   .   1  -2  -1   .   .   .   .   .   .   .   .   1   1   .   .   .  -3   .   2   2  -2   .   .   .   .   .   .   .   .  -1   .   .   1   2  -1   .   .   .   1   1   1  -1   1   1  -1  -1   .   .  -2   .   .   .   .   1   .   .   .   .   .   .   .   .   1   .   .   .   .   .   .   .   .   .   .   .   .    .    .    .   -2    1    1
X.39           172399434201593354756      1932029655556      531831300    -441097657   -6179173   -1560013    2288132   -476476    -9212  -22204   -61369   1631    47047    3003   10311  -5765    987   819      .     .   -28  -396  -572   404  164  -28   -61   47   231  -185  -69   35  -25    .    71   -37   119   35  103   35  -61   -5  -5  11   .   .    .   .   .   -7   2   2 -13  -4  -4  -4   .  13  -5   3  -9  -3   1   7  -1   7  -9   1   3   .   .   .   .   .   .   .   .  -9  -1  -1  -1   3  -1  -5  -1  -1  -1   1   .   .  -1  -1   .   .   .   .  -1   8  -3   1  -2  -1   .   2   .   .   .   .   .   .   .   .   .  -1  -1  -1   1   1   .   .   .   .   3  -1  -1  -1   .   .   .   .   .   .   .  -1   .   .   .   .   .   .  -1   1   .   .   .   1   .   .   .   .   1   .   .  -1   1  -2   .   .   1   .   .   .   .   .   .   .   .   .   L  /L   .   .   .   .   .   .  -1  -1   .   .   .   .   .   .   .   .   1   1    .    .    .    .    .    .
X.40           172399434201593354756      1932029655556      531831300    -441097657   -6179173   -1560013    2288132   -476476    -9212  -22204   -61369   1631    47047    3003   10311  -5765    987   819      .     .   -28  -396  -572   404  164  -28   -61   47   231  -185  -69   35  -25    .    71   -37   119   35  103   35  -61   -5  -5  11   .   .    .   .   .   -7   2   2 -13  -4  -4  -4   .  13  -5   3  -9  -3   1   7  -1   7  -9   1   3   .   .   .   .   .   .   .   .  -9  -1  -1  -1   3  -1  -5  -1  -1  -1   1   .   .  -1  -1   .   .   .   .  -1   8  -3   1  -2  -1   .   2   .   .   .   .   .   .   .   .   .  -1  -1  -1   1   1   .   .   .   .   3  -1  -1  -1   .   .   .   .   .   .   .  -1   .   .   .   .   .   .  -1   1   .   .   .   1   .   .   .   .   1   .   .  -1   1  -2   .   .   1   .   .   .   .   .   .   .   .   .  /L   L   .   .   .   .   .   .  -1  -1   .   .   .   .   .   .   .   .   1   1    .    .    .    .    .    .
X.41           286243267692724486144       -53936390144     7514357760    -281380736    7326592    1646008    1835008         .        .       .   -30856  11144   -11648       .   -8064  -1280   1152  -840      .     .     .     .     .     .    .    .    34  -74    56   120 -144    .  -40  -11  -128  -128     .  -56    .    .    .    .   .   .   .   .    .   .   .   14  32   2   8   .   .   .   .  16  -2  -6   6   .   .   8   .   8   .   .   .   .   .   .   .   1  -3  -1  -1   .   .   .   .   .   .   .   .   .   .  -1   .   .   1   1   .   .   .   .   .   .   2   6   .   .   .   2   1   1   .   .  -2   1   .   .   .  -2  -2   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   H  /H  -1  -1  -1  -1  -1  -1  -1   .   1   .   .   .   1  -1   .   .   .   .   1   1   .   2   2   .   .   .  -1  -1   1   .   .  -1  -1   .   .   1   1   .   .   .   .   .   .   .   .   N  -N  -1  -1   1   1  -1  -1   .   .    .    .    .    1    .    .
X.42           286243267692724486144       -53936390144     7514357760    -281380736    7326592    1646008    1835008         .        .       .   -30856  11144   -11648       .   -8064  -1280   1152  -840      .     .     .     .     .     .    .    .    34  -74    56   120 -144    .  -40  -11  -128  -128     .  -56    .    .    .    .   .   .   .   .    .   .   .   14  32   2   8   .   .   .   .  16  -2  -6   6   .   .   8   .   8   .   .   .   .   .   .   .   1  -3  -1  -1   .   .   .   .   .   .   .   .   .   .  -1   .   .   1   1   .   .   .   .   .   .   2   6   .   .   .   2   1   1   .   .  -2   1   .   .   .  -2  -2   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  /H   H  -1  -1  -1  -1  -1  -1  -1   .   1   .   .   .   1  -1   .   .   .   .   1   1   .   2   2   .   .   .  -1  -1   1   .   .  -1  -1   .   .   1   1   .   .   .   .   .   .   .   .  -N   N  -1  -1   1   1  -1  -1   .   .    .    .    .    1    .    .
X.43           379913824694312370176     36886987145216    -2273050624   19084103168   -3939520     926744  150732800         .        .       .  4235176  -4824   206336  223808  -20992   4160    320  -232  14008  -496     .     .     .     .    .    .  -274  -58   616  -344  216 -104  -24 -110   512  -640     .  104    .    .    .    .   .   .   .   .   40 -40  16  118  10   .  -6   .   .   .   .   2   2 -10   2  14   . -40   .   .   .   .   .   4  11   7  -4  10   2   .   .   .   .   .   .   .   .   .   .   .   .   1   .   .  -1  -1   .   8   .   .  -2 -32 -14  -2  -2  -2   .   .   2   2   .   .  -2  -2   .   8  -1   2  -4   .   .   .   .   .   .   .   .   .   .   .   .   4   4  -1   1  -2  -2   1   .   .   .   .   .   .   .   1   .   .   .  -1   .   .   .   .   .   .   .   .   2   .   .   .   .   .   .  -2   2   .   .   .   .   1   .   .   .   .   .   .   .  -1   1   1   .   .   .   .  -1  -1   .   .   .   .    .    .   -1    .    .    .
X.44           640558364167263622626     -1925003475486     9988806114             .   -3720087          .      26082   -584766     9954  -18942    39501  13251        .   -5103       .   6561    729     .      .     .   210   -54    78  -294 -142 -210     .    .   189   -51  139  -21  -61  -15     .    81     .    .    .   21  -27    9  45   .   .  13    .   .   .    . -27   3   .  -6 -10  -2   .   .   .   .   .   .   .  -3   9   7  13   3  -1   .   .   .   .  -3   1   .   .   .   .   3   .   .  -3  -3  -3  -1   .   1   .   1   .   .   .   .   .   .   .  -3   .   .  -3   .   1  -1   .   .   .   .   3   .   .   .   .   .   .   .   .   .   .   .   F  /F   3   1   1   1   1   .   .   .   .   1   1   .   .   .   .   .  -1  -1   .  -1   .   .  -1   .   .   .   .   .   .   .   .   .   .   1  -1   1   .   .   .   .   1   .   .   .   .   .  -1  -1   .   F  /F   .   .   .   .   .   1   1   .   .   .   .  -1  -1   .   .    .    .    .    2    .    .
X.45           640558364167263622626     -1925003475486     9988806114             .   -3720087          .      26082   -584766     9954  -18942    39501  13251        .   -5103       .   6561    729     .      .     .   210   -54    78  -294 -142 -210     .    .   189   -51  139  -21  -61  -15     .    81     .    .    .   21  -27    9  45   .   .  13    .   .   .    . -27   3   .  -6 -10  -2   .   .   .   .   .   .   .  -3   9   7  13   3  -1   .   .   .   .  -3   1   .   .   .   .   3   .   .  -3  -3  -3  -1   .   1   .   1   .   .   .   .   .   .   .  -3   .   .  -3   .   1  -1   .   .   .   .   3   .   .   .   .   .   .   .   .   .   .   .  /F   F   3   1   1   1   1   .   .   .   .   1   1   .   .   .   .   .  -1  -1   .  -1   .   .  -1   .   .   .   .   .   .   .   .   .   .   1  -1   1   .   .   .   .   1   .   .   .   .   .  -1  -1   .  /F   F   .   .   .   .   .   1   1   .   .   .   .  -1  -1   .   .    .    .    .    2    .    .
X.46           643356925889917747200     53859806085120     2614886400   25227138048    -460992    3411240  191102976         .        .       .  5042200  -2800   328704  251328   21504  12480   -960   552  13720     .     .     .     .     .    .    .  -372    6  -680   280  120 -280    .  -22     .     .     .  216    .    .    .    .   .   .   4   4  -56  56   .  148  58   8 -10   .   .   .   8   6 -12  12  -6  -6  -1 -24   . -24   .   .   . -14   .   7   .   2  -6   1   1   .   .   .   .   .   .   .   .   .   .   .  -4  -4   .   .   .   8   .   .   .   8   4   4  -2   2   .   .   .   .   .   .  -4   2   .  -5   .   .   .   .   .  -1  -5   1   1   1   .   .   .   .   1  -2   .  -1   .  -2  -2  -2   1   1   1   1   .   .   .   .  -1   .   .   .  -2   .   .   .  -1   .   .   .   .   .   .   .   .   .   .   2   .   .   1   1  -1   .   .   .  -1  -1  -1   .   .  -1   .   .   .   .   1   1   .   .   .   .  -1  -1    .    .    1    2    1    1
X.47           691170144025469730622      9783256633150    -5972672706    -397261865   10656646   -4127123     491326  -1969058   -53698   63518   -40128 -10003   273559    6006   11991  -5162   1830  -147  -1029     .    78  -330   650  -346   46 -182   -65  -11     .    64   25   49   69    .   151   358  -209  -35  -25   14   -2  -10  14   5   .   .   35 -21   .  -15  21  -4   2  -2  -6   2   3  -5  -5  -9  -3   3   .  16  -8   1   8   3  -3 -21   .   .   .   .   .   .   .   3   3   6  -1  -3  -2   2   2  -2   1   2   .   .   1   1   7   3  -1   .   . -14   9   1   1  -2  -2   .   .   .   .   .   .   .  -1  -4   .  -5   1   1  -1   .   .   .   .   .   .   .  -1  -1   1  -1   .   .   .   .   .   .   .   .   .   .   .   .   1   .   .   .   .   1   .   1   .   .   .   .   .   1   1  -2   .  -1   .   .   .   .   .   1   .   .   .   .   .   .   .   .   .   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .    .    .   -1    .    Q   /Q
X.48           691170144025469730622      9783256633150    -5972672706    -397261865   10656646   -4127123     491326  -1969058   -53698   63518   -40128 -10003   273559    6006   11991  -5162   1830  -147  -1029     .    78  -330   650  -346   46 -182   -65  -11     .    64   25   49   69    .   151   358  -209  -35  -25   14   -2  -10  14   5   .   .   35 -21   .  -15  21  -4   2  -2  -6   2   3  -5  -5  -9  -3   3   .  16  -8   1   8   3  -3 -21   .   .   .   .   .   .   .   3   3   6  -1  -3  -2   2   2  -2   1   2   .   .   1   1   7   3  -1   .   . -14   9   1   1  -2  -2   .   .   .   .   .   .   .  -1  -4   .  -5   1   1  -1   .   .   .   .   .   .   .  -1  -1   1  -1   .   .   .   .   .   .   .   .   .   .   .   .   1   .   .   .   .   1   .   1   .   .   .   .   .   1   1  -2   .  -1   .   .   .   .   .   1   .   .   .   .   .   .   .   .   .   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .    .    .   -1    .   /Q    Q
X.49           776097192277137500000     29144516700000    11163740000   10339920710    6141590    5084000   66037600    106080   -20640   36960  1312500      .  -448890   70070   28742  11190   -490  -160  -1225     .   736  1056     .   160  -32    .  -505  -46 -3500   500    .    .    .   22   262   190    78  160   54   42  -30   30   6   . -16  -3 -145   7   .  210  30   .   .   .   .   .   6  12   3  -1   2  -4  -1  20 -20   .  20   .   .  35   .   5   .  -2   6   .   .  -6  10  -2  -2   .   .   .  -2  -2   .   .   .  -3   2   2  -5  -1   3   .   .   .  10   2 -10   .   .   .   .   .   .   .   4  -2   2   .   .  -5  -2  -3   .  -1   2  -1   .   .   .  -4   .   .   .  -1   .   1   .   2   2   .   .   .   .   .   .   .   .   .   .   .   1   .   2   1   .   .  -1   .   .  -2   2   .   .   2   .   .   .  -2   .   .   .   .   .   .   1   1   .   .   .   1   .  -1   .   .   .   .   .   .   .   .   .   .  -1  -1    .    .    .   -2   -1   -1
X.50           918438233727730974720     31132239790080   -17203462144    8238100992    7656000    6757008   40370176         .        .       .   852720   -280   219648   13376  -60928  17472   -448  -880   1344   560     .     .     .     .    .    .  -390  150   880  -784   80   96   56    .  -512   640     .  112    .    .    .    .   .   . -32  46  128 -64  48   42  60 -10   8   .   .   .  -6  30  30   2   2   2   .  16   . -24   .   .   .  30   2   6   2   .   .  -3  -3   .   .   .   .   .   .   .   .   .   .   .   .   2   .   .   .   .   .   .   .   6  -2   2  -4   .   2   2   .   .   .   .   .   .  -2  -6   .  -2   4   .   .   .   4  -2   1   1   .   .   .   .   .   2   6   2   .   .   .   .   1   1  -1  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -2   .   .   .   .   .   .   .   .   .   .   .  -2  -2   .   .   .  -1  -1   .   .   .   .   .   .   .   1   1   .   .   .   .   .   .    .    .    .    .    1    1
X.51          1201241700908448332364     19824998517324     4387289676     184148811  -13607748    2597490    4917836  -1082900   -33460   98476  -251636   7364   531531   12012   10059   1548  -2532   882      .     .    28  -220  1352  -300  252  -56  -207  -99   924   396 -176   56   76    .   587  -700  -245   98   11  -56   16   20  20  10 -16  23    .   .   .  -14 -23   2 -10  -4   8   .   .   9   9 -15   9  -3   .  -4   .  36  -4   6   .   .   .   .   .   .   .   1   1 -13  -5  -8   3   2  -2   2   .   .  -2  -1   .   3   6  -3   .   .   .   .   .   2   6  -6  -3   2  -2  -2   .   .  -2   2   .   .   .   .   .   5  -1   1  -1   .   2  -1   2   2   2   .   .   .   .   .   .   .   .   .   .  -2   1   1  -1  -1   .   .  -1  -1   .   .   1   .   .   .   .   .   .   .   .   .   2   .   .  -1   .   .   .   .   .   .   1   1   .   .   .   .   .   .   .   .   .   .   .   .   .   .  -1  -1   .   .   .   .   .   .    .    .    .    .    .    .
X.52          1353006807137391674268     95287105622940    -5268307044   40568500665    2360358   -2597490  285160348  -1527876   -77156   28028  7111643  -3857   602745  318318   -4935  -4674    726  -882  17493     . -1364 -2156   376     4   12   56  -468  -63   715    91 -185 -329   31    .   -71   334  -351  -98   73  -70  -54  -26  10 -10  13   .   21  21   .  -85 -22  13  10  -4   8   .   7  -3 -12  12   9  -3   . -37  -1  23   3   3  -1 -21   .   .   .   .   .   .   .  13 -11   4   1  -2   2  -2  -2   .   2  -2  -3   .   .   .  -7  -3   5   .   1  13  -5  -5  -2  -2   1   1   .   .  -2   2   .   .  -1  -7   .  -8   1   .   1   .   4   1   .   .   1  -1  -1  -1   .   3   .   .   .   .   .   2   .   .   .   .   .   .  -1   .   1   1   .   .   .   1   .   .   .   .   .  -1  -1  -1  -1   .   .   .   .   .   .  -1   .   .   1   .   .   .   .   .   .  -1   .   .   1   1   .   .   .   .   .   .   .   .   .   .   -1   -1   -1    .    .    .
X.53          1480279477146615234375        90807234375    -1811005625    -593746725   -4751175   -5742750    2498375   -251225   154695  -64025        .      .   -10725   -3575     475  -1815   2905   610    -50   685   119   495  -325   -65 -233  251    15 -174     .     .    .    .    .    .   155    65  -125   50   75  -35   37  -15 -15  10   .   .  -10  -2   5    .   .   .   .   7  11   3   1  -6   3   7  -2  -2   .   .   .   .   .   .   .  -5  -5   1  -2   .   .   .   .  -9  -1  -7  -5  -6  -1  -1   1   1   2   .   .   .   .   .  -2  -2   2  -3   .   .   .   .   .   .   .   .   .   .   1   1   .   .   1   .   .  -1  -4   1   .   .   .   .   .   .   .   .   .   .   .  -1   2   1  -1   .   .   .   .   .   .   .   I  /I   1   .   1   .   .   .   .   .  -1  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   1   .   .   .   .  -1  -1   .   .   .   1   .   1   .   .   .   .   .   .   .   .   I  /I   .   .    .    .    .    .    1    1
X.54          1480279477146615234375        90807234375    -1811005625    -593746725   -4751175   -5742750    2498375   -251225   154695  -64025        .      .   -10725   -3575     475  -1815   2905   610    -50   685   119   495  -325   -65 -233  251    15 -174     .     .    .    .    .    .   155    65  -125   50   75  -35   37  -15 -15  10   .   .  -10  -2   5    .   .   .   .   7  11   3   1  -6   3   7  -2  -2   .   .   .   .   .   .   .  -5  -5   1  -2   .   .   .   .  -9  -1  -7  -5  -6  -1  -1   1   1   2   .   .   .   .   .  -2  -2   2  -3   .   .   .   .   .   .   .   .   .   .   1   1   .   .   1   .   .  -1  -4   1   .   .   .   .   .   .   .   .   .   .   .  -1   2   1  -1   .   .   .   .   .   .   .  /I   I   1   .   1   .   .   .   .   .  -1  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   1   .   .   .   .  -1  -1   .   .   .   1   .   1   .   .   .   .   .   .   .   .  /I   I   .   .    .    .    .    .    1    1
X.55          1768130802583126953125    -11890281046875    10838953125    1253956550   10610600     116375   -2646875  -1062075   157605  -20475        .      .   150150       .   -4410  -4560  -1800  -105      .     .   245   605    25   525  213   -7  -130  -22     .     .    .    .    .    .    70  -200  -210    7  -42    .   24    . -12  15  11  24    .   .   .    .   .   .   .  -3   1  -7   . -24  -6   6  -6   .   .   .   .   .   .   .   .   .   .   .   .   .   .   B  /B   2   2   2   6  -1   2  -2   .   6  -1   .   3   .   2   2   .   .   .   .  -2   .   .   .   .   .   .   .  -2  -2  -1  -1   .   .   .   .   .  -2  -2   .   .   .   2  -1   .   .   .   .   .   .   1   .   .   .   .   .   .   .  -A -/A  -A -/A   .   .   .   .   .  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   1   1   .   .   A  /A   1   1   .   .   .   .   -1   -1    .    .    .    .
X.56          1768130802583126953125    -11890281046875    10838953125    1253956550   10610600     116375   -2646875  -1062075   157605  -20475        .      .   150150       .   -4410  -4560  -1800  -105      .     .   245   605    25   525  213   -7  -130  -22     .     .    .    .    .    .    70  -200  -210    7  -42    .   24    . -12  15  11  24    .   .   .    .   .   .   .  -3   1  -7   . -24  -6   6  -6   .   .   .   .   .   .   .   .   .   .   .   .   .   .  /B   B   2   2   2   6  -1   2  -2   .   6  -1   .   3   .   2   2   .   .   .   .  -2   .   .   .   .   .   .   .  -2  -2  -1  -1   .   .   .   .   .  -2  -2   .   .   .   2  -1   .   .   .   .   .   .   1   .   .   .   .   .   .   . -/A  -A -/A  -A   .   .   .   .   .  -1   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   .   1   1   .   .  /A   A   1   1   .   .   .   .   -1   -1    .    .    .    .
